"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Lymphoma"::"Response rate"::""::"No"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Lymphoma"::"Response rate"::""::"No"::"Prednisone"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Drug/Agent Toxicity by Tissue/Organ"::"Minimal residual disease"::""::"No"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Drug/Agent Toxicity by Tissue/Organ"::"Minimal residual disease"::""::"No"::"Cyclophosphamide"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Toxicity"::""::"Yes"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Toxicity"::""::"Yes"::"Cyclophosphamide"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Toxicity"::""::"Yes"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Toxicity"::""::"Yes"::"Prednisone"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Incidence of tumor lysis syndrome"::""::"No"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Incidence of tumor lysis syndrome"::""::"No"::"Cyclophosphamide"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Incidence of tumor lysis syndrome"::""::"No"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Incidence of tumor lysis syndrome"::""::"No"::"Prednisone"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Response rate"::""::"No"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Response rate"::""::"No"::"Cyclophosphamide"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Response rate"::""::"No"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Response rate"::""::"No"::"Prednisone"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Minimal residual disease"::""::"No"::"Methotrexate"
"NCT00057811"::"Canada"::"Information obtained from ClinicalTrials.gov on December 30, 2009"::"CDR0000271941"::"NCT00057811"::"Rituximab, Rasburicase, and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Advanced B-Cell Leukemia or Lymphoma"::""::"A Pilot Study To Determine The Toxicity Of The Addition Of Rituximab To The Induction And Consolidation Phases And The Addition Of Rasburicase To The Reduction Phase In Children With Newly Diagnosed Advanced B-Cell Leukemia/Lymphoma Treated With LMB/FAB Therapy"::"Children's Oncology Group"::"National Cancer Institute (NCI)"::"Active, not recruiting"::""::"Phase 2"::"Interventional"::"Treatment"::"2"::"0"::"90"::""::""::"Both"::"1 Year"::"29 Years"::"No"::"Leukemia"::"Minimal residual disease"::""::"No"::"Cyclophosphamide"
